id,acc,pre,rec,f1s,iou
303,0.893846,0.786184,0.912214,0.844523,0.730887
304,0.851715,0.791667,0.771574,0.781491,0.641350
305,0.876428,0.641921,0.885542,0.744304,0.592742
306,0.886066,0.945578,0.785311,0.858025,0.751351
307,0.874167,0.762136,0.830688,0.794937,0.659664
308,0.922864,0.857778,0.901869,0.879271,0.784553
309,0.943506,0.886792,0.915584,0.900958,0.819767
310,0.911493,0.763819,0.899408,0.826087,0.703704
311,0.958311,0.957447,0.940767,0.949033,0.903010
312,0.959368,0.870079,0.977876,0.920833,0.853282
313,0.780446,0.713235,0.713235,0.713235,0.554286
314,0.860594,0.872832,0.758794,0.811828,0.683258
315,0.763112,0.838323,0.576132,0.682927,0.518519
316,0.950749,0.903084,0.940367,0.921348,0.854167
317,0.730966,0.670370,0.639576,0.654611,0.486559
318,0.874203,0.649606,0.896739,0.753425,0.604396
319,0.899660,0.881720,0.836735,0.858639,0.752294
320,0.899569,0.900875,0.877841,0.889209,0.800518
321,0.747455,0.613065,0.625641,0.619289,0.448529
322,0.739740,0.832461,0.544521,0.658385,0.490741
323,0.933461,0.809302,0.935484,0.867830,0.766520
324,0.951867,0.916335,0.942623,0.929293,0.867925
325,0.941159,0.820755,0.945652,0.878788,0.783784
326,0.982169,0.933921,0.990654,0.961451,0.925764
327,0.725465,0.567010,0.591398,0.578947,0.407407
328,0.899360,0.819512,0.861538,0.840000,0.724138
329,0.913729,0.956284,0.841346,0.895141,0.810185
330,0.947697,0.938567,0.932203,0.935374,0.878594
331,0.964050,0.930796,0.967626,0.948854,0.902685
332,0.811009,0.974790,0.627027,0.763158,0.617021
333,0.828622,0.752747,0.732620,0.742547,0.590517
334,0.899090,0.778894,0.870787,0.822281,0.698198
335,0.945284,0.954545,0.901840,0.927445,0.864706
336,0.908946,0.954545,0.836653,0.891720,0.804598
337,0.879616,0.795699,0.867188,0.829907,0.709265
338,0.649596,0.469613,0.459459,0.464481,0.302491
339,0.909425,0.868996,0.872807,0.870897,0.771318
340,0.977727,0.820988,1.000000,0.901695,0.820988
341,0.825521,0.810345,0.734375,0.770492,0.626667
342,0.650465,0.548148,0.540146,0.544118,0.373737
343,0.869175,0.885135,0.766082,0.821317,0.696809
344,0.810946,0.894444,0.657143,0.757647,0.609848
345,0.905820,0.720165,0.925926,0.810185,0.680934
346,0.469059,0.182353,0.169399,0.175637,0.096273
347,0.568939,0.470270,0.327068,0.385809,0.239011
348,0.981605,0.894231,1.000000,0.944162,0.894231
349,0.581633,0.372449,0.372449,0.372449,0.228840
350,0.911565,0.893617,0.857143,0.875000,0.777778
351,0.952489,0.657609,1.000000,0.793443,0.657609
352,0.707066,0.791111,0.520468,0.627866,0.457584
353,0.839638,0.699029,0.782609,0.738462,0.585366
354,0.960702,0.798283,1.000000,0.887828,0.798283
355,0.736626,0.656652,0.621951,0.638831,0.469325
356,0.739587,0.661017,0.582090,0.619048,0.448276
357,0.829736,0.792553,0.726829,0.758270,0.610656
358,0.967632,0.875000,0.985437,0.926941,0.863830
359,0.822263,0.706806,0.737705,0.721925,0.564854
360,0.741583,0.567568,0.646154,0.604317,0.432990
361,0.744904,0.660305,0.660305,0.660305,0.492877
362,0.872808,0.730000,0.834286,0.778667,0.637555
363,0.455529,0.220000,0.192140,0.205128,0.114286
364,0.866388,0.787234,0.822222,0.804348,0.672727
365,0.907313,0.830275,0.878641,0.853774,0.744856
366,0.882440,0.924051,0.784946,0.848837,0.737374
367,0.935259,0.823188,0.993007,0.900158,0.818444
368,0.787989,0.733553,0.743333,0.738411,0.585302
369,0.892473,0.755556,0.855346,0.802360,0.669951
370,0.395958,0.143498,0.137931,0.140659,0.075650
371,0.959272,0.900000,0.950000,0.924324,0.859296
372,0.667260,0.544118,0.500000,0.521127,0.352381
373,0.857596,0.886486,0.752294,0.813896,0.686192
374,0.738667,0.281106,0.701149,0.401316,0.251029
375,0.785800,0.760976,0.661017,0.707483,0.547368
376,0.939401,0.944984,0.915361,0.929936,0.869048
377,0.753713,0.603960,0.642105,0.622449,0.451852
378,0.609521,0.447059,0.380000,0.410811,0.258503
379,0.923568,0.797710,0.941441,0.863636,0.760000
380,0.907865,0.954315,0.831858,0.888889,0.800000
381,0.735210,0.495098,0.635220,0.556474,0.385496
382,0.576492,0.339623,0.387097,0.361809,0.220859
383,0.781897,0.805861,0.679012,0.737018,0.583554
384,0.929266,0.948571,0.873684,0.909589,0.834171
385,0.756133,0.614973,0.631868,0.623306,0.452756
386,0.447368,0.135802,0.125000,0.130178,0.069620
387,0.590431,0.395238,0.400966,0.398082,0.248503
388,0.888557,0.821306,0.878676,0.849023,0.737654
389,0.484805,0.209524,0.244444,0.225641,0.127168
390,0.423567,0.052356,0.108696,0.070671,0.036630
391,0.949037,0.884793,0.941176,0.912114,0.838428
392,0.595501,0.398649,0.337143,0.365325,0.223485
393,0.880323,0.781726,0.832432,0.806283,0.675439
394,0.935463,0.968182,0.883817,0.924078,0.858871
395,0.958333,1.000000,0.916667,0.956522,0.916667
396,0.927998,0.830846,0.912568,0.869792,0.769585
397,0.876528,0.960265,0.763158,0.850440,0.739796
398,0.742953,0.640496,0.645833,0.643154,0.474006
399,0.820087,0.635135,0.774725,0.698020,0.536122
400,0.861090,0.741036,0.837838,0.786469,0.648084
401,0.879514,0.836066,0.861486,0.848586,0.736994
402,0.768269,0.811808,0.650888,0.722496,0.565553
403,0.931670,0.848485,0.924528,0.884876,0.793522
404,0.989234,0.933824,0.992188,0.962121,0.927007
405,0.977135,0.941463,0.974747,0.957816,0.919048
406,0.668561,0.468571,0.488095,0.478134,0.314176
407,0.715002,0.569149,0.566138,0.567639,0.396296
408,0.827529,0.804878,0.726872,0.763889,0.617978
409,0.942765,0.894737,0.918919,0.906667,0.829268
410,0.958841,0.963542,0.929648,0.946292,0.898058
411,0.686472,0.590674,0.513514,0.549398,0.378738
412,0.808780,0.623656,0.729560,0.672464,0.506550
413,0.920272,0.967213,0.850962,0.905371,0.827103
414,0.454737,0.200000,0.238806,0.217687,0.122137
415,0.914017,0.779279,0.910526,0.839806,0.723849
416,0.775141,0.677852,0.627329,0.651613,0.483254
417,0.754852,0.798450,0.624242,0.700680,0.539267
418,0.819577,0.768559,0.736402,0.752137,0.602740
419,0.869961,0.895911,0.798013,0.844133,0.730303
420,0.897158,0.916201,0.820000,0.865435,0.762791
421,0.835360,0.852941,0.703030,0.770764,0.627027
422,0.861444,0.842593,0.784483,0.812500,0.684211
423,0.740070,0.626214,0.614286,0.620192,0.449477
424,0.484674,0.201117,0.204545,0.202817,0.112853
425,0.904471,0.962825,0.830128,0.891566,0.804348
426,0.907005,0.774566,0.875817,0.822086,0.697917
427,0.849335,0.819188,0.795699,0.807273,0.676829
428,0.499151,0.000000,0.000000,0.000000,0.000000
429,0.745362,0.644172,0.586592,0.614035,0.443038
430,0.866682,0.791139,0.786164,0.788644,0.651042
431,0.719982,0.571429,0.613953,0.591928,0.420382
432,0.844084,0.777202,0.761421,0.769231,0.625000
433,0.944778,0.945000,0.908654,0.926471,0.863014
434,0.917366,0.864486,0.885167,0.874704,0.777311
435,0.898069,0.880478,0.853282,0.866667,0.764706
436,0.909025,0.878453,0.854839,0.866485,0.764423
437,0.909338,0.802120,0.922764,0.858223,0.751656
438,0.936383,0.917582,0.897849,0.907609,0.830846
439,0.912215,0.877778,0.923977,0.900285,0.818653
440,0.980722,0.896907,0.994286,0.943089,0.892308
441,0.941777,0.862069,0.949367,0.903614,0.824176
442,0.979364,0.972376,0.967033,0.969697,0.941176
443,0.781504,0.633065,0.723502,0.675269,0.509740
444,0.835884,0.783784,0.739796,0.761155,0.614407
445,0.642693,0.421488,0.523077,0.466819,0.304478
446,0.939494,0.825472,0.940860,0.879397,0.784753
447,0.804964,0.653659,0.728261,0.688946,0.525490
448,0.979069,0.962963,0.977444,0.970149,0.942029
449,0.919326,0.868852,0.878453,0.873626,0.775610
450,0.739290,0.736842,0.597865,0.660118,0.492669
451,0.873318,0.797980,0.814433,0.806122,0.675214
452,0.782560,0.614634,0.696133,0.652850,0.484615
453,0.810255,0.920904,0.646825,0.759907,0.612782
454,0.826273,0.702703,0.742857,0.722222,0.565217
455,0.959043,0.898936,0.949438,0.923497,0.857868
456,0.887898,0.923977,0.797980,0.856369,0.748815
457,0.643935,0.463303,0.490291,0.476415,0.312693
458,0.891991,0.757225,0.850649,0.801223,0.668367
459,0.786678,0.733333,0.647059,0.687500,0.523810
460,0.858975,0.769697,0.779141,0.774390,0.631841
461,0.945823,0.901099,0.921348,0.911111,0.836735
462,0.765491,0.587302,0.711538,0.643478,0.474359
463,0.874775,0.760956,0.856502,0.805907,0.674912
464,0.668147,0.644518,0.575668,0.608150,0.436937
465,0.915964,0.889344,0.882114,0.885714,0.794872
466,0.734006,0.590426,0.596774,0.593583,0.422053
467,0.821755,0.698020,0.746032,0.721228,0.564000
468,0.853136,0.733906,0.814286,0.772009,0.628676
469,0.831520,0.717822,0.759162,0.737913,0.584677
470,0.921543,0.882629,0.886792,0.884706,0.793249
471,0.927080,0.821656,0.962687,0.886598,0.796296
472,0.584660,0.335484,0.333333,0.334405,0.200772
473,0.830034,0.804469,0.720000,0.759894,0.612766
474,0.903733,0.898396,0.840000,0.868217,0.767123
475,0.946165,0.828283,0.947977,0.884097,0.792271
476,0.640828,0.860215,0.306513,0.451977,0.291971
477,0.781170,0.574380,0.735450,0.645012,0.476027
478,0.879716,0.860759,0.795322,0.826748,0.704663
479,0.757403,0.764901,0.675439,0.717391,0.559322
480,0.314041,0.054348,0.075000,0.063025,0.032538
481,0.782392,0.660287,0.686567,0.673171,0.507353
482,0.940167,0.915152,0.940810,0.927803,0.865330
483,0.897599,0.825623,0.888889,0.856089,0.748387
484,0.632011,0.461165,0.456731,0.458937,0.297806
485,0.898729,0.765734,0.920168,0.835878,0.718033
486,0.858154,0.808307,0.840532,0.824104,0.700831
487,0.787989,0.758929,0.677291,0.715789,0.557377
488,0.941428,0.958333,0.894444,0.925287,0.860963
489,0.944764,0.922078,0.922078,0.922078,0.855422
490,0.789602,0.676923,0.846154,0.752137,0.602740
491,0.834924,0.678862,0.806763,0.737307,0.583916
492,0.754859,0.592593,0.636364,0.613699,0.442688
493,0.829091,0.913043,0.722222,0.806499,0.675743
494,0.965515,0.938547,0.949153,0.943820,0.893617
495,0.646518,0.398990,0.484663,0.437673,0.280142
496,0.909863,0.965116,0.830000,0.892473,0.805825
497,0.899066,0.961702,0.815884,0.882812,0.790210
498,0.783407,0.608491,0.704918,0.653165,0.484962
499,0.647607,0.455882,0.558559,0.502024,0.335135
500,0.949688,0.861702,0.941860,0.900000,0.818182
501,0.967775,0.981651,0.942731,0.961798,0.926407
502,0.884889,0.868421,0.812808,0.839695,0.723684
503,0.755814,0.948148,0.524590,0.675462,0.509960
504,0.687800,0.724138,0.515337,0.602151,0.430769
505,0.784805,0.877049,0.594444,0.708609,0.548718
506,0.917850,0.969849,0.846491,0.903981,0.824786
507,0.964251,0.878571,0.991935,0.931818,0.872340
508,0.951389,0.787879,1.000000,0.881356,0.787879
509,0.804079,0.885593,0.665605,0.760000,0.612903
510,0.810256,0.853503,0.660099,0.744444,0.592920
511,0.931535,0.913978,0.890052,0.901857,0.821256
512,0.353588,0.165000,0.093750,0.119565,0.063584
513,0.770419,0.836066,0.597656,0.697039,0.534965
514,0.967311,0.915344,0.961111,0.937669,0.882653
515,0.767942,0.605405,0.654971,0.629213,0.459016
516,0.908472,0.834081,0.881517,0.857143,0.750000
