Valid Iter 0, 7.343100, 6.939972, 17.325199, 6.662296, 2.976
Valid Iter 200, 2.383128, 5.243093, 8.149377, 6.167747, 2.432
Valid Iter 400, 3.475020, 5.051747, 7.705762, 5.879304, 2.309
Valid Iter 600, 2.767470, 3.609720, 7.533112, 5.895002, 2.352
Valid Iter 800, 2.681094, 5.025832, 6.761028, 6.004264, 2.362
Valid Iter 1000, 1.845098, 4.157378, 9.108467, 6.075785, 2.415
Valid Iter 1200, 2.536334, 4.181871, 7.521737, 5.850004, 2.303
Valid Iter 1400, 2.439229, 4.324034, 8.074702, 5.961937, 2.432
Valid Iter 1600, 1.811549, 3.898481, 7.718745, 6.012935, 2.286
Valid Iter 1800, 1.847723, 4.605194, 7.699675, 5.787297, 2.325
Valid Iter 2000, 1.695242, 3.542727, 8.334537, 6.124079, 2.372
Valid Iter 2200, 3.588509, 4.151502, 7.967057, 5.799634, 2.344
Valid Iter 2400, 1.377870, 4.214337, 7.429475, 6.014894, 2.452
Valid Iter 2600, 1.625937, 4.689740, 8.544081, 5.719180, 2.403
Valid Iter 2800, 1.969796, 3.787361, 7.870025, 6.013995, 2.470
Valid Iter 3000, 2.175531, 3.975161, 8.298905, 5.852633, 2.477
Valid Iter 3200, 2.827926, 3.813668, 8.919328, 5.974747, 2.475
Valid Iter 3400, 2.018457, 3.362756, 7.196508, 5.478119, 2.287
Valid Iter 3600, 1.360031, 3.147413, 8.591370, 6.237185, 2.475
Valid Iter 3800, 2.016812, 3.534741, 7.851930, 5.666635, 2.397
Valid Iter 4000, 2.048336, 4.940097, 8.178397, 5.770545, 2.345
Valid Iter 4200, 1.346095, 3.075370, 8.096640, 5.683878, 2.439
Valid Iter 4400, 1.746341, 2.958817, 8.301725, 5.666569, 2.302
Valid Iter 4600, 1.731544, 3.298926, 6.807762, 5.271739, 2.361
Valid Iter 4800, 1.106451, 3.637998, 8.815114, 5.731771, 2.405
Valid Iter 5000, 1.648295, 3.301558, 8.800904, 5.410552, 2.429
Valid Iter 5200, 1.118690, 4.739204, 7.681767, 5.379057, 2.298
Valid Iter 5400, 1.253514, 3.288338, 7.841591, 5.433707, 2.337
Valid Iter 5600, 1.617444, 3.049848, 7.630766, 5.208029, 2.345
Valid Iter 5800, 1.907358, 3.111713, 8.352362, 5.232409, 2.302
Valid Iter 6000, 0.449425, 3.173353, 8.081831, 5.585966, 2.391
Valid Iter 6200, 2.152118, 3.930251, 7.437667, 5.147464, 2.384
Valid Iter 6400, 1.009129, 3.838220, 8.371054, 5.869787, 2.344
Valid Iter 6600, 1.218560, 2.879208, 7.219824, 4.767513, 2.368
Valid Iter 6800, 1.768321, 2.767133, 6.855553, 5.021486, 2.396
Valid Iter 7000, 1.587689, 3.222903, 7.452554, 5.278970, 2.284
Valid Iter 7200, 3.048133, 3.671937, 7.862936, 5.331261, 2.370
Valid Iter 7400, 1.586905, 3.899340, 8.332293, 5.101065, 2.505
Valid Iter 7600, 1.436918, 2.987678, 7.492053, 4.903884, 2.271
Valid Iter 7800, 1.792603, 2.872588, 7.950544, 5.382215, 2.392
Valid Iter 8000, 0.726676, 2.584767, 7.362234, 5.268501, 2.269
Valid Iter 8200, 1.548166, 3.042761, 7.762449, 4.767216, 2.386
Valid Iter 8400, 0.986491, 3.447534, 8.555949, 5.240296, 2.357
Valid Iter 8600, 0.469483, 2.183335, 8.363747, 5.464139, 2.349
Valid Iter 8800, 1.659886, 3.408795, 8.435223, 5.355792, 2.433
Valid Iter 9000, 1.295898, 3.342975, 7.869862, 5.161732, 2.368
Valid Iter 9200, 1.504800, 3.978472, 7.541377, 5.182800, 2.457
Valid Iter 9400, 0.975312, 2.951386, 7.964331, 5.168494, 2.385
Valid Iter 9600, 0.948670, 3.216355, 8.428772, 5.187649, 2.421
Valid Iter 9800, 1.698457, 3.587410, 7.842472, 5.090292, 2.319
Valid Iter 10000, 2.223246, 3.030943, 8.203588, 4.984952, 2.372
Valid Iter 10200, 1.311299, 3.397541, 7.477700, 4.775928, 2.384
Valid Iter 10400, 1.681855, 2.326543, 7.740511, 5.139680, 2.301
Valid Iter 10600, 0.899344, 3.453194, 7.020189, 4.821758, 2.309
