id,acc,pre,rec,f1s,iou
266,0.907243,0.878049,0.847059,0.862275,0.757895
267,0.852976,0.815884,0.807143,0.811490,0.682779
268,0.906058,0.845865,0.889328,0.867052,0.765306
269,0.794403,0.679348,0.686813,0.683060,0.518672
270,0.758468,0.636364,0.639594,0.637975,0.468401
271,0.822801,0.901575,0.700306,0.788296,0.650568
272,0.697770,0.617391,0.561265,0.587992,0.416422
273,0.904742,0.809955,0.881773,0.844340,0.730612
274,0.476484,0.298507,0.058824,0.098280,0.051680
275,0.490348,0.285714,0.094118,0.141593,0.076190
276,0.610240,0.554422,0.504644,0.528363,0.359031
277,0.853312,0.948905,0.718232,0.817610,0.691489
278,0.776803,0.649038,0.678392,0.663391,0.496324
279,0.753988,0.824903,0.610951,0.701987,0.540816
280,0.926263,0.912281,0.888889,0.900433,0.818898
281,0.863036,0.874150,0.805643,0.838499,0.721910
282,0.809952,0.601732,0.772222,0.676399,0.511029
283,0.911467,0.844828,0.886878,0.865342,0.762646
284,0.802222,0.731707,0.700935,0.715990,0.557621
285,0.835528,0.968354,0.680000,0.798956,0.665217
286,0.669336,0.678161,0.383117,0.489627,0.324176
287,0.634443,0.671141,0.364964,0.472813,0.309598
288,0.906858,0.860987,0.868778,0.864865,0.761905
289,0.866763,0.842254,0.861671,0.851852,0.741935
290,0.838358,0.746667,0.736842,0.741722,0.589474
291,0.905284,0.954338,0.829365,0.887473,0.797710
292,0.926593,0.885906,0.880000,0.882943,0.790419
293,0.851876,0.807292,0.767327,0.786802,0.648536
294,0.452972,0.260135,0.313008,0.284133,0.165591
295,0.846817,0.728643,0.783784,0.755208,0.606695
296,0.933143,0.920000,0.889503,0.904494,0.825641
297,0.934326,0.898305,0.898305,0.898305,0.815385
298,0.936441,0.905473,0.905473,0.905473,0.827273
299,0.880763,0.851064,0.794702,0.821918,0.697674
300,0.678364,0.514151,0.534314,0.524038,0.355049
301,0.950807,0.869318,0.938650,0.902655,0.822581
302,0.885658,0.906040,0.794118,0.846395,0.733696
303,0.938770,0.851351,0.961832,0.903226,0.823529
304,0.776425,0.757764,0.619289,0.681564,0.516949
305,0.894364,0.678733,0.903614,0.775194,0.632911
306,0.866762,0.970370,0.740113,0.839744,0.723757
307,0.846032,0.742424,0.777778,0.759690,0.612500
308,0.907100,0.876190,0.859813,0.867925,0.766667
309,0.920130,0.834356,0.883117,0.858044,0.751381
310,0.774561,0.922330,0.562130,0.698529,0.536723
311,0.632404,1.000000,0.264808,0.418733,0.264808
312,0.945309,0.897872,0.933628,0.915401,0.844000
313,0.780446,0.713235,0.713235,0.713235,0.554286
314,0.860594,0.872832,0.758794,0.811828,0.683258
315,0.777306,0.853801,0.600823,0.705314,0.544776
316,0.950749,0.903084,0.940367,0.921348,0.854167
317,0.741485,0.690566,0.646643,0.667883,0.501370
318,0.874203,0.649606,0.896739,0.753425,0.604396
319,0.892857,0.884615,0.821429,0.851852,0.741935
320,0.863110,0.916944,0.784091,0.845329,0.732095
321,0.743141,0.627660,0.605128,0.616188,0.445283
322,0.783411,0.801653,0.664384,0.726592,0.570588
323,0.929937,0.804651,0.930108,0.862843,0.758772
324,0.947632,0.885496,0.950820,0.916996,0.846715
325,0.942355,0.908108,0.913043,0.910569,0.835821
326,0.956181,0.952153,0.929907,0.940898,0.888393
327,0.725465,0.567010,0.591398,0.578947,0.407407
328,0.899360,0.819512,0.861538,0.840000,0.724138
329,0.913729,0.956284,0.841346,0.895141,0.810185
330,0.884718,0.978723,0.779661,0.867925,0.766667
331,0.964228,0.937063,0.964029,0.950355,0.905405
332,0.811009,0.974790,0.627027,0.763158,0.617021
333,0.825272,0.736559,0.732620,0.734584,0.580508
334,0.903215,0.798969,0.870787,0.833333,0.714286
335,0.882976,0.914286,0.785276,0.844884,0.731429
336,0.802430,0.934524,0.625498,0.749403,0.599237
337,0.879616,0.795699,0.867188,0.829907,0.709265
338,0.657109,0.494186,0.459459,0.476190,0.312500
339,0.909425,0.868996,0.872807,0.870897,0.771318
340,0.977727,0.820988,1.000000,0.901695,0.820988
341,0.802261,0.781659,0.699219,0.738144,0.584967
342,0.653134,0.549451,0.547445,0.548446,0.377834
343,0.875023,0.886667,0.777778,0.828660,0.707447
344,0.937848,0.871212,0.938776,0.903733,0.824373
345,0.926829,0.802752,0.925926,0.859951,0.754310
346,0.575530,0.441176,0.245902,0.315789,0.187500
347,0.739484,0.949275,0.492481,0.648515,0.479853
348,0.981605,0.894231,1.000000,0.944162,0.894231
349,0.472789,0.125000,0.040816,0.061538,0.031746
350,0.909864,0.926966,0.841837,0.882353,0.789474
351,0.824514,0.811881,0.677686,0.738739,0.585714
352,0.667328,0.983051,0.339181,0.504348,0.337209
353,0.843623,0.686916,0.798913,0.738693,0.585657
354,0.875220,0.737089,0.844086,0.786967,0.648760
355,0.734246,0.663717,0.609756,0.635593,0.465839
356,0.743875,0.680233,0.582090,0.627346,0.457031
357,0.775214,0.760479,0.619512,0.682796,0.518367
358,0.961938,0.824000,1.000000,0.903509,0.824000
359,0.794345,0.677419,0.688525,0.682927,0.518519
360,0.741583,0.567568,0.646154,0.604317,0.432990
361,0.711562,0.666667,0.564885,0.611570,0.440476
362,0.560296,0.538462,0.160000,0.246696,0.140704
363,0.455529,0.220000,0.192140,0.205128,0.114286
364,0.848289,0.857143,0.746667,0.798100,0.664032
365,0.890802,0.922222,0.805825,0.860104,0.754545
366,0.913088,0.844560,0.876344,0.860158,0.754630
367,0.894634,0.850847,0.877622,0.864028,0.760606
368,0.777025,0.711538,0.740000,0.725490,0.569231
369,0.838792,0.672131,0.773585,0.719298,0.561644
370,0.467454,0.177778,0.068966,0.099379,0.052288
371,0.954010,0.885417,0.944444,0.913978,0.841584
372,0.660030,0.540404,0.481982,0.509524,0.341853
373,0.882112,0.867647,0.811927,0.838863,0.722449
374,0.738667,0.281106,0.701149,0.401316,0.251029
375,0.761567,0.590604,0.745763,0.659176,0.491620
376,0.939401,0.944984,0.915361,0.929936,0.869048
377,0.760659,0.613861,0.652632,0.632653,0.462687
378,0.623459,0.659341,0.300000,0.412371,0.259740
379,0.902296,0.816667,0.882883,0.848485,0.736842
380,0.835387,0.993464,0.672566,0.802111,0.669604
381,0.677006,0.441489,0.522013,0.478386,0.314394
382,0.551938,0.312821,0.327957,0.320210,0.190625
383,0.781897,0.805861,0.679012,0.737018,0.583554
384,0.826874,0.629630,0.805263,0.706697,0.546429
385,0.565487,0.391304,0.247253,0.303030,0.178571
386,0.436453,0.111111,0.096591,0.103343,0.054487
387,0.602563,0.423469,0.400966,0.411911,0.259375
388,0.884938,0.866920,0.838235,0.852336,0.742671
389,0.763558,0.572770,0.677778,0.620865,0.450185
390,0.410530,0.041667,0.086957,0.056338,0.028986
391,0.902468,0.873737,0.848039,0.860697,0.755459
392,0.537537,0.302326,0.222857,0.256579,0.147170
393,0.937080,0.802752,0.945946,0.868486,0.767544
394,0.916092,0.995050,0.834025,0.907449,0.830579
395,0.953606,0.961353,0.921296,0.940898,0.888393
396,0.893188,0.785000,0.857923,0.819843,0.694690
397,0.866002,0.959184,0.742105,0.836795,0.719388
398,0.682966,0.601942,0.516667,0.556054,0.385093
399,0.657232,0.523179,0.434066,0.474474,0.311024
400,0.861090,0.741036,0.837838,0.786469,0.648084
401,0.805189,0.808429,0.712838,0.757630,0.609827
402,0.687731,0.918919,0.402367,0.559671,0.388571
403,0.932016,0.831933,0.933962,0.880000,0.785714
404,0.960938,1.000000,0.921875,0.959350,0.921875
405,0.977066,0.915493,0.984848,0.948905,0.902778
406,0.666396,0.468208,0.482143,0.475073,0.311538
407,0.707065,0.562162,0.550265,0.556150,0.385185
408,0.855673,0.806306,0.788546,0.797327,0.662963
409,0.941533,0.918033,0.908108,0.913043,0.840000
410,0.886832,0.962963,0.783920,0.864266,0.760976
411,0.649073,0.554286,0.436937,0.488665,0.323333
412,0.808091,0.644068,0.716981,0.678571,0.513514
413,0.920272,0.967213,0.850962,0.905371,0.827103
414,0.472748,0.219178,0.238806,0.228571,0.129032
415,0.799504,0.623894,0.742105,0.677885,0.512727
416,0.512422,1.000000,0.024845,0.048485,0.024845
417,0.707456,0.844920,0.478788,0.611219,0.440111
418,0.724183,0.815068,0.497908,0.618182,0.447368
419,0.862700,0.873188,0.798013,0.833910,0.715134
420,0.911438,0.943820,0.840000,0.888889,0.800000
421,0.660606,1.000000,0.321212,0.486239,0.321212
422,0.851231,0.850242,0.758621,0.801822,0.669202
423,0.740070,0.626214,0.614286,0.620192,0.449477
424,0.575434,0.848485,0.159091,0.267943,0.154696
425,0.830889,0.899194,0.714744,0.796429,0.661721
426,0.608040,0.813953,0.228758,0.357143,0.217391
427,0.851741,0.812274,0.806452,0.809353,0.679758
428,0.498302,0.000000,0.000000,0.000000,0.000000
429,0.749097,0.619318,0.608939,0.614085,0.443089
430,0.866682,0.791139,0.786164,0.788644,0.651042
431,0.713990,0.600000,0.572093,0.585714,0.414141
432,0.844084,0.777202,0.761421,0.769231,0.625000
433,0.943643,0.978947,0.894231,0.934673,0.877358
434,0.917366,0.864486,0.885167,0.874704,0.777311
435,0.818842,0.880597,0.683398,0.769565,0.625442
436,0.909025,0.878453,0.854839,0.866485,0.764423
437,0.914914,0.819495,0.922764,0.868069,0.766892
438,0.683695,0.829545,0.392473,0.532847,0.363184
439,0.897542,0.895210,0.874269,0.884615,0.793103
440,0.905649,0.912500,0.834286,0.871642,0.772487
441,0.941777,0.862069,0.949367,0.903614,0.824176
442,0.967544,0.966292,0.945055,0.955556,0.914894
443,0.757382,0.625000,0.668203,0.645880,0.476974
444,0.842687,0.832370,0.734694,0.780488,0.640000
445,0.613604,0.397321,0.456410,0.424821,0.269697
446,0.942838,0.841346,0.940860,0.888325,0.799087
447,0.807246,0.671717,0.722826,0.696335,0.534137
448,0.947216,0.975709,0.906015,0.939571,0.886029
449,0.824286,0.718919,0.734807,0.726776,0.570815
450,0.732173,0.732143,0.583630,0.649505,0.480938
451,0.881793,0.840426,0.814433,0.827225,0.705357
452,0.795003,0.694915,0.679558,0.687151,0.523404
453,0.808271,0.920455,0.642857,0.757009,0.609023
454,0.789984,0.709877,0.657143,0.682493,0.518018
455,0.947630,0.947368,0.910112,0.928367,0.866310
456,0.892914,0.909605,0.813131,0.858667,0.752336
457,0.643935,0.463303,0.490291,0.476415,0.312693
458,0.607215,0.478723,0.292208,0.362903,0.221675
459,0.761616,0.725490,0.593583,0.652941,0.484716
460,0.839419,0.808219,0.723926,0.763754,0.617801
461,0.961342,0.965116,0.932584,0.948571,0.902174
462,0.638088,0.477387,0.456731,0.466830,0.304487
463,0.841059,0.790698,0.762332,0.776256,0.634328
464,0.645092,0.613861,0.551929,0.581250,0.409692
465,0.646107,0.894118,0.308943,0.459215,0.298039
466,0.726301,0.569948,0.591398,0.580475,0.408922
467,0.837379,0.725000,0.767196,0.745501,0.594262
468,0.860976,0.763393,0.814286,0.788018,0.650190
469,0.845894,0.685841,0.811518,0.743405,0.591603
470,0.860849,1.000000,0.721698,0.838356,0.721698
471,0.791826,0.851485,0.641791,0.731915,0.577181
472,0.574698,0.477612,0.205128,0.286996,0.167539
473,0.909247,0.841346,0.875000,0.857843,0.751073
474,0.921027,0.864078,0.890000,0.876847,0.780702
475,0.955985,0.881720,0.947977,0.913649,0.841026
476,0.901467,0.779553,0.934866,0.850174,0.739394
477,0.784781,0.573171,0.746032,0.648276,0.479592
478,0.768667,0.958763,0.543860,0.694030,0.531429
479,0.790281,0.761628,0.766082,0.763848,0.617925
480,0.330377,0.055336,0.070000,0.061810,0.031891
481,0.840455,0.921569,0.701493,0.796610,0.661972
482,0.930011,0.965870,0.881620,0.921824,0.854985
483,0.888977,0.825455,0.869732,0.847015,0.734628
484,0.622396,0.450495,0.437500,0.443902,0.285266
485,0.697694,0.655914,0.512605,0.575472,0.403974
486,0.856252,0.833333,0.813953,0.823529,0.700000
487,0.787989,0.758929,0.677291,0.715789,0.557377
488,0.921689,0.974522,0.850000,0.908012,0.831522
489,0.978355,1.000000,0.956710,0.977876,0.956710
490,0.504862,0.414414,0.147436,0.217494,0.122016
491,0.834924,0.678862,0.806763,0.737307,0.583916
492,0.732132,0.574586,0.590909,0.582633,0.411067
493,0.811029,0.894915,0.698413,0.784547,0.645477
494,0.965515,0.938547,0.949153,0.943820,0.893617
495,0.837162,0.563265,0.846626,0.676471,0.511111
496,0.934658,0.922680,0.895000,0.908629,0.832558
497,0.897261,0.961538,0.812274,0.880626,0.786713
498,0.826310,0.775148,0.715847,0.744318,0.592760
499,0.669456,0.555556,0.495495,0.523810,0.354839
500,0.964128,0.896739,0.959302,0.926966,0.863874
501,0.955457,0.985782,0.916300,0.949772,0.904348
502,0.869132,0.846561,0.788177,0.816327,0.689655
503,0.785686,0.886228,0.606557,0.720195,0.562738
504,0.481468,0.172414,0.015337,0.028169,0.014286
505,0.846210,0.878378,0.722222,0.792683,0.656566
506,0.909078,0.969231,0.828947,0.893617,0.807692
507,0.964251,0.878571,0.991935,0.931818,0.872340
508,0.957465,0.809339,1.000000,0.894624,0.809339
509,0.818417,0.900000,0.687898,0.779783,0.639053
510,0.921212,0.898990,0.876847,0.887781,0.798206
511,0.796076,0.928000,0.607330,0.734177,0.580000
512,0.585596,0.615000,0.349432,0.445652,0.286713
513,0.749704,0.858025,0.542969,0.665072,0.498208
514,0.827299,0.897059,0.677778,0.772152,0.628866
515,0.815942,0.709302,0.713450,0.711370,0.552036
516,0.936275,0.922330,0.900474,0.911271,0.837004
